University name
"1958","Clearfield County Career and Technology Center"
"1959","Clearfield Hospital"
"1960","Clearwater Christian College"
"1961","Cleary University"
"1962","Clemson University"
"1963","Cleveland Clinic - Main Campus"
"1964","Cleveland Clinic - Northeast Ohio"
"1965","Cleveland Community College"
"1966","Cleveland Institute of Art"
"1967","Cleveland Institute of Dental-Medical Assistants"
"1968","Cleveland Institute of Dental-Medical Assistants"
"1969","Cleveland Institute of Dental-Medical Assistants"
"1970","Cleveland Institute of Electronics"
"1971","Cleveland Institute of Medical Massage"
"1972","Cleveland Institute of Music"
"1973","Cleveland Music School Settlement"
"1974","Cleveland State Community College"
"1975","Cleveland State University"
"1976","Cleveland University-Kansas City"
"1977","Cleveland VAMC Residency in Ocular Disease"
"1978","Clinica Sierra Vista"
"1979","Clinton College"
"1980","Clinton Community College"
"1981","Clinton Technical School"
"1982","Cloud County Community College"
"1983","Clover Park Technical College"
"1984","Clovis Adult Education"
"1985","Clovis Community College"
"1986","Cloyd's Beauty School #1"
"1987","Cloyds Beauty School #2"
"1988","Cloyds Beauty School #3"
"1989","CMC Randloph Behavioral Health Center"
"1990","CNI College"
"1991","Coachella Valley Adult School"
"1992","Coachella Valley Beauty College, Inc."
"1993","Coahoma Community College"
"1994","Coast Career Institute"
"1995","Coastal Behavioral Healthcare, Inc."
"1996","Coastal Bend College"
"1997","Coastal Carolina Community College"
"1998","Coastal Carolina University"
"1999","Coastal College"
"2000","Coastal Pines Technical College"
"2001","Coastline Beauty College"
"2002","Coastline Community College"
"2003","Coba Cosmetology Academy"
"2004","Cobb Beauty College Inc"
"2005","COCA ? Center of Creative Arts"
"2006","Cochise College"
"2007","Cochran School of Nursing"
"2008","Coconino County Community College"
"2009","Coe College"
"2010","Coffeyville Community College"
"2011","Cogswell Polytechnical College"
"2012","Coker College"
"2013","Colby College"
"2014","Colby Community College"
"2015","Colby-Sawyer College"
"2016","Cold Spring Harbor Laboratory"
"2017","Cole Holland College"
"2018","Colegio Cinematografia, Artes y Television"
"2019","Colegio Educativo Tecnologico Industrial (CETI College)"
"2020","Colegio Mayor de Tecnologia Inc"
"2021","Colegio Tecnico de Electricidad Galloza"
"2022","Colegio Tecnico Metropolitano"
"2023","Colegio Tecnologico y Comercial de Puerto Rico"
"2024","Colegio Universitario de San Juan"
"2025","Coleman University"
"2026","Coler-Goldwater Specialty Hospital and Nursing Facility"
"2027","Colgate Rochester Crozer Divinity School"
"2028","Colgate University"
"2029","Colleen O'Hara's Beauty Academy"
"2030","College America - Cheyenne"
"2031","College America - Flagstaff"
"2032","College America - Phoenix"
"2033","College for Creative Studies"
"2034","College for Financial Planning, Inc."
"2035","College for Professional Studies"
"2036","College of Alameda"
"2037","College of Art Advertising"
"2038","College of Barber & Hair Design"
"2039","College of Biblical Studies-Houston"
"2040","College of Business and Technology"
"2041","College of Career Training"
"2042","College of Central Florida"
"2043","College of Charleston"
"2044","College of Coastal Georgia"
"2045","College of Cosmetology"
"2046","College of Cosmetology Careers Unlimited"
"2047","College of Court Reporting Inc"
"2048","College of DuPage"
"2049","College of Eastern Utah"
"2050","College of English Language (CEL)"
"2051","College of Hair Design"
"2052","College of Hair Design"
"2053","College of Hair Design - East"
"2054","College of Hair Design Careers"
"2055","College of Idaho"
"2056","College of Industrial Repairs"
"2057","College of International Esthetics"
"2058","College of Lake County"
"2059","College of Marin"
"2060","College of Massage Therapy"
"2061","College of Menominee Nation"
"2062","College of Micronesia-FSM"
"2063","College of Mount Saint Vincent"
"2064","College of New Jersey, The"
"2065","College of New Rochelle, The"
"2066","College of Our Lady of the Elms"
"2067","College of Saint Benedict"
"2068","College of Saint Elizabeth"
"2069","College of Saint Mary"
"2070","College of Saint Scholastica"
"2071","College of San Mateo"
"2072","College of Southern Idaho"
"2073","College of Southern Maryland"
"2074","College of Southern Nevada"
"2075","College of St Joseph"
"2076","College of Staten Island of the City University of New York"
"2077","College of the Albemarle"
"2078","College of the Atlantic"
"2079","College of the Canyons"
"2080","College of the Desert"
"2081","College of the Holy Cross"
"2082","College of the Mainland"
"2083","College of the Marshall Islands"
"2084","College of the Muscogee Nation"
"2085","College of the Ouachitas"
"2086","College of the Ozarks"
"2087","College of the Redwoods"
"2088","College of the Sequoias"
"2089","College of the Siskiyous"
"2090","College of Visual Arts"
"2091","College of Western Idaho"
"2092","College of William and Mary"
"2093","College of Wilmington"
"2094","CollegeAmerica - Colorado Springs"
"2095","CollegeAmerica - Denver"
"2096","CollegeAmerica - Fort Collins"
"2097","Collin County Community College District"
"2098","Collins Career Center"
"2099","Collins School of Cosmetology"
"2100","Colonial Heights Beauty Academy"
"2101","Color My Nails School of Nail Technology"
"2102","Colorado Academy of Veterinary Technology"
"2103","Colorado Christian University"
"2104","Colorado College"
"2105","Colorado Firecamp"
"2106","Colorado Heights University"
"2107","Colorado Institute of Massage Therapy"
"2108","Colorado Media School"
"2109","Colorado Mental Health Institute at Fort Logan"
"2110","Colorado Mental Health Institute at Pueblo"
"2111","Colorado Mesa University"
"2112","Colorado Mountain College"
"2113","Colorado Northwestern Community College"
"2114","Colorado School of English"
"2115","Colorado School of Healing Arts"
"2116","Colorado School of Mines"
"2117","Colorado School of Trades"
"2118","Colorado School of Traditional Chinese Medicine"
"2119","Colorado State University"
"2120","Colorado State University - Global Campus"
"2121","Colorado State University - Pueblo"
"2122","Colorado Technical University"
"2123","Colton-Redlands-Yucaipa Regional Occupational Program"
"2124","Columbia Area Career Center"
"2125","Columbia Basin College"
"2126","Columbia Beauty Academy"
"2127","Columbia Beauty School"
"2128","Columbia Central University"
"2129","Columbia College"
"2130","Columbia College"
"2131","Columbia College"
"2132","Columbia College"
"2133","Columbia College Chicago"
"2134","Columbia College Hollywood"
"2135","Columbia College of Nursing"
"2136","Columbia Gorge Community College"
"2137","Columbia Green Beauty School"
"2138","Columbia International University"
"2139","Columbia School of English"
"2140","Columbia Southern University"
"2141","Columbia State Community College"
"2142","Columbia Theological Seminary"
"2143","Columbia University in the City of New York"
"2144","Columbia Valley Community Health"
"2145","Columbia West College"
"2146","Columbia-Greene Community College"
"2147","Columbiana County Career and Technical Center"
"2148","Columbus College of Art and Design"
"2149","Columbus Montessori Center/COMET"
"2150","Columbus Montessori Teacher Education Program"
"2151","Columbus Regional Hospital"
"2152","Columbus State Community College"
"2153","Columbus State University"
"2154","Columbus Technical College"
"2155","Com-Tec Institute"
"2156","Comanche Nation College"
"2157","Commercial Driver Training"
"2158","Commonwealth Institute of Funeral Service"
"2159","Commonwealth Technical Institute at the Hiram G. Andrews Center"
"2160","Community Business College"
"2161","Community Care College"
"2162","Community Christian College"
"2163","Community College of Allegheny County"
"2164","Community College of Aurora"
"2165","Community College of Beaver County"
"2166","Community College of Denver"
"2167","Community College of Philadelphia"
"2168","Community College of Rhode Island"
"2169","Community College of the Air Force"
"2170","Community College of Vermont"
"2171","Community Enhancement Services - CES College"
"2172","Community Health and Advocacy Training (CHAT-PD) - Venice"
"2173","Community Health Awareness Council"
"2174","Community Health Network"
"2175","Community Healthlink Youth and Family Services"
"2176","Community Hospital"
"2177","Community Music Center of Boston"
"2178","Community Reach Center"
"2179","Community Technological Institute of Miami"
"2180","Community Vocational School Carlos F. Daniels"
"2181","Community Vocational School Jose A. Montanez Genaro"
"2182","Community Vocational School Tomas C. Ongay"
"2183","Compass Career College"
"2184","Compass College of Cinematic Arts"
"2185","Comprehensive Language Center, Inc."
"2186","Comprehensive Lanugaue Center, Inc."
"2187","Compton Adult School"
"2188","Compton Community College"
"2189","Compu-Med Vocational Careers - Miami"
"2190","Compu-Med Vocational Careers Corp"
"2191","Computer Institute of Technology"
"2192","Computer Labs"
"2193","Computer Systems Institute"
"2194","Computer Systems Institute - Gurnee"
"2195","Computer Training Academy"
"2196","Computer Tutor Business and Technical Institute"
"2197","ComputerTraining.edu"
"2198","Conception Seminary College"
"2199","Concord University"
"2200","Concorde Career College"
"2201","Concorde Career College"
"2202","Concorde Career College"
"2203","Concorde Career College"
"2204","Concorde Career College"
"2205","Concorde Career College"
"2206","Concorde Career College"
"2207","Concorde Career College"
"2208","Concorde Career College - Aurora"
"2209","Concorde Career Institute"
"2210","Concorde Career Institute"
"2211","Concorde Career Institute"
"2212","Concorde Career Institute"
"2213","Concorde Career Institute - Orlando"
"2214","Concordia College"
"2215","Concordia College"
"2216","Concordia College Alabama"
"2217","Concordia Seminary"
"2218","Concordia Theological Seminary"
"2219","Concordia University"
"2220","Concordia University"
"2221","Concordia University"
"2222","Concordia University at Austin"
"2223","Concordia University Chicago"
"2224","Concordia University Irvine"
"2225","Concordia University Wisconsin"
"2226","Concordia University, St. Paul"
"2227","Conejo Valley Adult School"
"2228","Coney Island Hospital"
"2229","Conlee's College of Cosmetology"
"2230","Connect English Language Institute"
"2231","Connecticut Center for Massage Therapy - Groton"
"2232","Connecticut Center for Massage Therapy - Newington"
"2233","Connecticut Center for Massage Therapy - Westport"
"2234","Connecticut College"
"2235","Connecticut Institute of Hair Design"
"2236","Connecticut Training Centers Inc"
"2237","Connecticut Valley Hospital"
"2238","Connors State College"
"2239","Conservatory of Cosmetology"
"2240","Conservatory of Music of Puerto Rico"
"2241","Conservatory of Recording Arts and Sciences"
"2242","Consolidated School of Business"
"2243","Consolidated School of Business"
"2244","Construction Training Center"
"2245","Continental Academie of Hair Design"
"2246","Continental Academie of Hair Design"
"2247","Continental School of Beauty Culture"
"2248","Continental School of Beauty Culture - Kenmore"
"2249","Continental School of Beauty Culture - Olean"
"2250","Continental School of Beauty Culture - Rochester"
"2251","Continental School of Beauty Culture - West Seneca"
"2252","Contra Costa Adult School"
"2253","Contra Costa College"
"2254","Contra Costa Medical Career College, Inc."
"2255","Conversa Language Center"
"2256","Converse College"
"2257","Converse International School of Languages - San Diego"
"2258","Converse International School of Languages - San Francisco"
"2259","Conway School of Landscape Design"
"2260","CONWAY SCHOOL OF PRACTICAL NURSING"
"2261","Cook County Hospital"
"2262","Cook Street School of Culinary Arts"
"2263","Cooking and Hospitality Institute of Chicago"
"2264","Cooper Health System"
"2265","Cooper Union for the Advancement of Science and Art"
"2266","Cope Institute"
"2267","Copiah-Lincoln Community College"
"2268","Copper Mountain College"
"2269","Coppin State University"
"2270","Coral Ridge Nurses Assistant Training School Inc"
"2271","Coral Springs Regional Institute of Public Safety"
"2272","Coralville VA Outpatient Clinic"
"2273","Corban University"
"2274","Corcoran College of Art and Design"
"2275","Core Institute"
"2276","Corinth Academy of Cosmetology, Inc"
"2277","Cornell College"
"2278","Cornell University"
"2279","Cornerstone Behavioral Health"
"2280","Cornerstone University"
"2281","Corning Community College"
"2282","Cornish College of the Arts"
"2283","Corona-Norco Adult School"
"2284","Corporate Change Catalysts Consortium of the West LLC"
"2285","Corpus Christi Beauty Academy"
"2286","Cortiva Institute - Boston"
"2287","Cortiva Institute - Brian Utting School of Massage"
"2288","Cortiva Institute - Chicago"
"2289","Cortiva Institute - Florida"
"2290","Cortiva Institute - Pennsylvania School of Muscle Therapy"
"2291","Cortiva Institute - Scottsdale"
"2292","Cortiva Institute - Seattle"
"2293","Cortiva Institute - Somerset School of Massage Therapy"
"2294","Cortiva Institute - Tucson"
"2295","Cortiva Institute-Colorado"
"2296","Coryell Cosmetology College"
"2297","Cosmetic Arts Center"
"2298","Cosmetic Arts Institute"
"2299","Cosmetology Academy of Texarkana"
"2300","Cosmetology and Spa Academy"
"2301","Cosmetology Beauty & Tech School"
"2302","Cosmetology Career Institute"
"2303","Cosmetology Careers Unlimited College of Hair, Skin, and Nails - Duluth"
"2304","Cosmetology Careers Unlimited College of Hair, Skin, and Nails- Hibbing"
"2305","Cosmetology Center PTS, Inc. U.S. Hair Academy"
"2306","Cosmetology College of Franklin County"
"2307","Cosmetology School of Arts and Sciences, LLC"
"2308","Cosmetology Training Center"
"2309","Cosmetology Training Center - Mankato"
"2310","Cosmetology Training Center - Stone Park"
"2311","COSMIX School of Makeup Artistry"
"2312","Cosmo Beauty Academy"
"2313","Cosmopolitan Beauty & Tech School"
"2314","Cosmotech School of Cosmetology"
"2315","Cossatot Community College of the University of Arkansas"
"2316","Cosumnes River College"
"2317","Cottage Montessori"
"2318","Cottey College"
"2319","Council for Relationships"
"2320","Counseling & Mediation Center Inc."
"2321","County College of Morris"
"2322","Court Reporting Institute"
"2323","Court Reporting Institute - Seattle"
"2324","Court Reporting Institute of St. Louis"
"2325","Covenant College"
"2326","Covenant Counseling & Family Resource Center"
"2327","Covenant HealthCare"
"2328","Covenant Medical Center"
"2329","Covenant Medical Center- Waterloo"
"2330","Covenant School of Nursing and Allied Health"
"2331","Covenant School of Surgical Technology"
"2332","Covenant Theological Seminary"
"2333","Covert & Associates Dale Carnegie Training"
"2334","Cowley County Community College and Area Vocational-Technical School"
"2335","Cox College"
"2336","Cox Health Systems - School of Radiologic Technology"
"2337","Coyne College"
"2338","Cozmo Beauty School"
"2339","CPE Ministry Program"
"2340","CR'U Institute of Cosmetology and Barbering"
"2341","Crafton Hills College"
"2342","Cranbrook Academy of Art"
"2343","Crave Beauty Academy"
"2344","Craven Community College"
"2345","Crawford County Area Vocational Technical School Practical Nursing Program"
"2346","Creations College of Cosmetology"
"2347","Creative Hair School of Cosmetology"
"2348","Creative Images Institute of Cosmetology"
"2349","Creative Images Institute of Cosmetology"
"2350","Creative School of Cosmetology"
"2351","Creative School of Cosmetology, Inc."
"2352","Creative Touch Cosmetology School LLC"
"2353","Credence Institute of Beauty"
"2354","Creedmoor Psychiatric Center"
"2355","Creekside Adult School - Mule Creek State Prison"
"2356","Creighton University"
"2357","Creighton University School of Dentistry Predoctoral Internship"
"2358","Crenshaw-Washington Community Adult School"
"2359","Crescent City Career Institute"
"2360","Crescent City School of Gaming & Bartending"
"2361","Crescent Cosmetology University, Inc."
"2362","Crestwood Medical Center"
"2363","Crevier's Academy of Cosmetology Arts"
"2364","CRI Career Training"
"2365","Crossroads Bible College"
"2366","Crossroads College"
"2367","Crouse Hospital School of Nursing"
"2368","Crowder College"
"2369","Crowley's Ridge College"
"2370","Crowleys Ridge Technical Institute"
"2371","Crown College"
"2372","Crown College"
"2373","Crozer-Chester Medical Center"
"2374","Crystal Cathedral"
"2375","Crystal Mountain School of Therapeutic Massage"
"2376","CTK Healthcare and Career Institute"
"2377","Cuesta College"
"2378","Culinary Institute LeNotre"
"2379","Culinary Institute of America"
"2380","Culinary School of Fort Worth"
"2381","Culinary Tech Center"
"2382","Culpeper Cosmetology Training Center"
"2383","Culver-Stockton College"
"2384","Cumberland County College"
"2385","Cumberland County Technical Education Center"
"2386","Cumberland University"
"2387","CUNY School of Law at Queens College"
"2388","Curry College"
"2389","Curtis Institute of Music"
"2390","Curve Metric School of Hair Design, Inc."
"2391","Cutter's Edge School of Cosmetology"
"2392","Cuttin Up Beauty Academy"
"2393","Cutting Edge Academy, LLC"
"2394","Cutting Edge Hairstyling Academy"
"2395","Cutting Edge Hairstyling Academy - Shawnee"
"2396","Cutting Edge Hairstyling Academy - Tampa"
"2397","Cuyahoga Community College"
"2398","Cuyahoga Valley Career Center"
"2399","Cuyamaca College"
"2400","CVPH Medical Center School of Radiologic Technology"
"2401","Cybertex Institute of Technology"
"2402","Cypress College"
"2403","Cypress Creek Emergency Medical Services"
"2404","Cypress-Fairbanks Independent School District Psychology Internship"
"2405","D.A. Dorsey Technical College"
"2406","D'Jay's Institute of Cosmetology and Esthiology"
"2407","D'Mart Institute"
"2408","D'Mart Institute - Corozal"
"2409","D'Mart Institute - Ponce"
"2410","D'Mart Institute - Vega Alta"
"2411","D'Youville College"
"2412","D&L Academy of Hair Design, Inc."
"2413","Dabney S Lancaster Community College"
"2414","Dade Medical College - Miami"
"2415","Daemen College"
"2416","Dahl's College of Beauty"
"2417","Dakota College at Bottineau"
"2418","Dakota County Technical College"
"2419","Dakota State University"
"2420","Dakota Wesleyan University"
"2421","Dale Carnegie & Associates, Inc."
"2422","Dale Carnegie Center of Excellence - NYC/Westchester"
"2423","Dale Carnegie Kentuckiana"
"2424","Dale Carnegie of Georgia"
"2425","Dale Carnegie of Northeast Ohio"
"2426","Dale Carnegie of San Joaquin"
"2427","Dale Carnegie Training of Central and Eastern North Carolina"
"2428","Dale Carnegie Training of Central Florida"
"2429","Dale Carnegie Training of Central Ohio"
"2430","Dale Carnegie Training of Greater Cincinnati"
"2431","Dale Carnegie Training of Long Island"
"2432","Dale Carnegie Training of Utah"
"2433","Dallas Baptist University"
"2434","Dallas Barber and Stylist College"
"2435","Dallas Christian College"
"2436","Dallas County Technical Center"
"2437","Dallas Independent School District Psychology Internship"
"2438","Dallas Institute of Funeral Service"
"2439","Dallas Metropolitan Internship Consortium"
"2440","Dallas Montessori Teacher Education Program"
"2441","Dallas Nursing Institute"
"2442","Dallas Theological Seminary"
"2443","Dallas VA Medical Center"
"2444","Dalton Institute of Esthetics and Cosmetology"
"2445","Dalton State College"
"2446","Dana College"
"2447","Danbury Hospital"
"2448","Dance Theatre of Harlem, Inc."
"2449","Daniel Morgan Academy"
"2450","Daniel Webster College"
"2451","Danville Area Community College"
"2452","Danville Community College"
"2453","Danville Regional Medical Center School of Health Professions"
"2454","Daoist Traditions College of Chinese Medical Arts"
"2455","Darkei Noam Rabbinical College"
"2456","Darnell Institute of Cosmetology"
"2457","Dartmouth College"
"2458","Darton State College"
"2459","Dauphin County Technical School"
"2460","Davenport Barber Styling College"
"2461","Davenport University"
"2462","David Demuth Institute of Cosmetology"
"2463","David Hochstein Memorial Music School"
"2464","David L. Carrasco Job Corps Center"
"2465","David Pressley Professional School of Cosmetology"
"2466","David?s Academy of Beauty"
"2467","David's Academy of Beauty"
"2468","Davidson College"
"2469","Davidson County Community College"
"2470","Davis & Elkins College"
"2471","Davis Applied Technology College"
"2472","Davis College"
"2473","Davis College"
"2474","Davis Duehr Dean Eye Clinic Residency in Refractive Surgery Co-Mgmt / Anterior Segment Disease"
"2475","Dawn Career Institute"
"2476","Dawson Community College"
"2477","Day Spa Career College"
"2478","Daymar College - Clarksville"
"2479","Daymar College - New Boston"
"2480","Daymar College - Owensboro"
"2481","Daymar College - Paducah"
"2482","Dayton Barber College"
"2483","Dayton School of Hair Design"
"2484","Dayton School of Medical Massage"
"2485","Dayton VA Medical Center"
"2486","Daytona College"
"2487","Daytona State College"
"2488","Daytons School of Hair Design"
"2489","DCH Regional Medical Center"
"2490","DCI Career Institute"
"2491","De Anza College"
"2492","De Luxe Beauty School"
"2493","Deaconess Hospital"
"2494","Dean College"
"2495","Dean Institute of Technology"
"2496","Debutantes School of Cosmetology and Nail Technology, LLC"
"2497","Deep Creek Construction School"
"2498","Deep Muscle Therapy School"
"2499","Deep Springs College"
"2500","Deer Oaks Mental Health Associates"
"2501","Defense Acquisition University"
"2502","Defense Commissary Agency"
"2503","Defense Contract Audit Institute"
"2504","Defense Cyber Investigations Training Academy"
"2505","Defense Equal Opportunity Management Institute"
"2506","Defense Information School"
"2507","Defense Institute of Security Assistance Management"
"2508","Defense Language Institute"
"2509","Defense Language Institute"
"2510","Defiance College"
"2511","DeHart Technical School"
"2512","Dekalb Medical Center"
"2513","Del Mar College"
"2514","Delano Adult School"
"2515","Delaware Area Career Center"
"2516","Delaware College of Art and Design"
"2517","Delaware County Community College"
"2518","Delaware County Technical School"
"2519","Delaware Institute for Montessori Education"
"2520","Delaware Learning Institute of Cosmetology"
"2521","Delaware School of Hotel Management"
"2522","Delaware State University"
"2523","Delaware Technical and Community College"
"2524","Delaware Technical and Community College - Owens"
"2525","Delaware Technical Community College"
"2526","Delaware Valley Academy of Medical and Dental Assistants"
"2527","Delaware Valley University"
"2528","Delaware-Chenango-Madison-Otsego BOCES"
"2529","Delgado Community College"
"2530","Dell'Arte International School of Physical Theatre"
"2531","Delma Graves Adult School"
"2532","Delmarva Beauty Academy"
"2533","Delta Beauty College"
"2534","Delta College"
"2535","Delta College"
"2536","Delta College of Arts & Technology"
"2537","Delta College of Arts & Technology - Lafayette"
"2538","Delta Designs Cosmetology School"
"2539","Delta Montrose Technical College"
"2540","Delta School of Business and Technology"
"2541","Delta State University"
"2542","Delta Technical College"
"2543","Demmon School of Beauty"
"2544","Denham Springs Beauty College"
"2545","Denison Job Corps Center"
"2546","Denison University"
"2547","Denmark Technical College"
"2548","Denver Family Institute"
"2549","Denver Health Medical Center"
"2550","Denver Public Schools"
"2551","Denver School of Nursing"
"2552","Denver Seminary"
"2553","Department of the Air Force - Ophthalmic Apprentice Course - Optometric Technician Program"
"2554","DePaul University"
"2555","DePaul University English Language Academy"
"2556","DePauw University"
"2557","Derech Ayson Rabbinical Seminary"
"2558","Dermal Science International Aesthetics & Nail Academy"
"2559","Dermalogica Academy"
"2560","Des Moines Area Community College"
"2561","Des Moines University - Osteopathic Medical Center"
"2562","DeSales University"
"2563","Desert Oasis Adult School - Ironwood State Prison"
"2564","Design Institute of San Diego"
"2565","Design's School of Cosmetology"
"2566","DeSigner Barber & Stylist School LLC"
"2567","DeSigner Barber & Stylist School, LLC"
"2568","Designer's Beauty School of Cosmetology"
"2569","Destination Academy for Spa & Salon Professionals"
"2570","Detroit Business Institute - Downriver"
"2571","Detroit Department of Health"
"2572","Detroit Medical Center - Sinai-Grace Hospital"
"2573","DETROIT PUBLIC SCHOOLS"
"2574","Detroit Receiving Hospital"
"2575","DeVoe College of Beauty"
"2576","DeVry University"
"2577","DeVry University"
"2578","Dewey University - Hato Rey Campus"
"2579","DeWolff College Hair Styling and Cosmetology"
"2580","Diablo Valley College"
"2581","Diakon Lutheran Social Ministries"
"2582","Dialysis Training Institute, LLC"
"2583","Diamond Beauty College"
"2584","Diamond Council of America"
"2585","Diamond Oaks Career Development Center"
"2586","Diamond's Barber College"
"2587","Diamonds Cosmetology College"
"2588","Dickinson College"
"2589","Dickinson State University"
"2590","Didi Hirsch Community Mental Health Center"
"2591","Diesel Driving Academy"
"2592","Diesel Driving Academy"
"2593","Diesel Truck Driver Training School"
"2594","DigiPen Institute of Technology"
"2595","Digital Film Academy"
"2596","Digital Media Arts College"
"2597","Digital Media Institute at InterTech"
"2598","DiGrigoli School of Cosmetology, Inc."
"2599","Dillard University"
"2600","Diman Regional Technical Institute - School of Practical Nursing"
"2601","Dimock Community Health Center Residency in Community Health Optometry"
"2602","Dine College"
"2603","Discovery Diving Company"
"2604","Divas Unlimited Academy"
"2605","Divers Academy International"
"2606","Divers Institute of Technology"
"2607","Diversified Vocational College - Los Angeles"
"2608","Divine Crown Academy of Cosmetology"
"2609","Divine Mercy University"
"2610","Divine Word College"
"2611","Division of Public Health Dietetic Internsip"
"2612","Dixie Applied Technology College"
"2613","Dixie State university"
"2614","DLP Conemaugh Memorial Medical Center, LLC"
"2615","Doane College"
"2616","Dodge City Community College"
"2617","Dolce LLC The Academy"
"2618","Dolphin Technical Institute"
"2619","Dominican College of Blauvelt"
"2620","Dominican House of Studies"
"2621","Dominican School of Philosophy and Theology"
"2622","Dominican Study Center of the Caribbean"
"2623","Dominican University"
"2624","Dominican University of California"
"2625","Dominion College"
"2626","Dominion School of Hair Design"
"2627","Don Bosco Technical Institute"
"2628","Don Roberts Beauty School"
"2629","Don Roberts School of Hair Design"
"2630","Dona Ana Branch Community College"
"2631","Dongguk University - Los Angeles"
"2632","Donna's Academy of Hair Design"
"2633","Donnelly College"
"2634","Dorchester House Residency in Community Health Optometry"
"2635","Dordt College"
"2636","Dorn VAMC Residency in Primary Eye Care"
"2637","Dorothea Hopfer School of Nursing"
"2638","Dorsey School of Beauty"
"2639","Dorsey School of Business"
"2640","Douglas Education Center"
"2641","Douglas J Aveda Institute"
"2642","Douglas J Aveda Institute Chicago"
"2643","Dover Business College - Clifton"
"2644","Dowling College"
"2645","Downeast School of Massage"
"2646","Downey Adult School"
"2647","DPT Business School"
"2648","Dragon Rises College of Oriental Medicine"
"2649","Drake College of Business"
"2650","Drake University"
"2651","Drew University"
"2652","Drexel University"
"2653","Drury University"
"2654","Dryades YMCA School of Commerce"
"2655","Du Quoin Beauty College"
"2656","DuBois Business College"
"2657","duCret School of Arts"
"2658","Dudley Beauty College"
"2659","Dudley Beauty College-Charlotte"
"2660","Dudley Beauty School - Kernersville"
"2661","Dudley Nwani International"
"2662","Duke University"
"2663","Duluth Business University"
"2664","Dunlap-Stone University"
"2665","Dunwoody College of Technology"
"2666","Duquesne University"
"2667","Durham Beauty Academy"
"2668","Durham Technical Community College"
"2669","Durham VA Medical Center"
"2670","Dutchess BOCES-School of Practical Nursing"
"2671","Dutchess Community College"
"2672","Dutchess County Department of Mental Hygiene"
"2673","Duvall's School of Cosmetology"
"2674","DVS College"
"2675","Dwight D. Eisenhower Army Medical Center"
"2676","Dyersburg State Community College"
"2677","E Q School of Hair Design"
"2678","E-Town Beauty School"
"2679","E. C. Goodwin Technical High School"
"2680","E. J. Taylor Corporation Dale Carnegie Training"
"2681","E.B. Cape Center - Corporate University"
"2682","Ea La Mar's Cosmetology & Barber College"
"2683","Eagle Gate College"
"2684","Eagle Rock College"
"2685","Earl Warren Adult School-California Correctional Center"
"2686","Earle C. Clements Job Corps Academy"
"2687","Earlham College"
"2688","East Arkansas Community College"
"2689","East Carolina University"
"2690","East Central College"
"2691","East Central Community College"
"2692","East Central Technical College"
"2693","East Central University"
"2694","East Georgia State College"
"2695","East Jefferson General Hospital"
"2696","East Los Angeles College"
"2697","East Los Angeles Occupational Center"
"2698","East Los Angeles Skills Center"
"2699","East Metro Opportunities Industrialization Center"
"2700","East Mississippi Community College"
"2701","East New York Diagnostic & Treatment Center Residency in Family Practice/Ocular Disease Optometry"
"2702","East San Gabriel Valley Regional Occupational Program"
"2703","East Side Union High School District Adult School"
"2704","East Stroudsburg University of Pennsylvania"
"2705","East Tennessee State University"
"2706","East Texas Baptist University"
"2707","East Valley Institute of Technology"
"2708","East Valley Institute of Technology - Adult Education Center"
"2709","East Valley Medical College"
"2710","East West College of Natural Medicine"
"2711","East-West College of the Healing Arts"
"2712","East-West Healing Arts Institute"
"2713","East-West University"
"2714","Eastern Arizona College"
"2715","Eastern Center for Arts and Technology"
"2716","Eastern College of Health Vocations"
"2717","Eastern Connecticut State University"
"2718","Eastern Florida State College"
"2719","Eastern Gateway Community College"
"2720","Eastern Hills Academy of Hair Design"
"2721","Eastern Idaho Technical College"
"2722","Eastern Illinois University"
"2723","Eastern International College"
"2724","Eastern International College - Belleville"
"2725","Eastern Iowa Community College District"
"2726","Eastern Kentucky University"
"2727","Eastern Maine Community College"
"2728","Eastern Mennonite University"
"2729","Eastern Michigan University"
"2730","Eastern Nazarene College"
"2731","Eastern New Mexico University"
"2732","Eastern New Mexico University - Roswell"
"2733","Eastern Oklahoma County Technology Center"
"2734","Eastern Oklahoma State College"
"2735","Eastern Oregon University"
"2736","Eastern School of Acupuncture and Traditional Medicine"
"2737","Eastern Shore Community College"
"2738","Eastern Suffolk Board of Cooperative Education, James Hines Administrative Center"
"2739","Eastern University"
"2740","Eastern Virginia Career College"
"2741","Eastern Virginia Medical School"
"2742","Eastern Washington University"
"2743","Eastern West Virginia Community and Technical College"
"2744","Eastern Wyoming College"
"2745","Eastfield College"
"2746","Eastland Fairfield Career and Technical Schools"
"2747","Eastwick College"
"2748","Eastwick College"
"2749","Eastwick College"
"2750","EC Boston"
"2751","EC San Diego"
"2752","EC-Council University"
"2753","Ecclesia College"
"2754","Eckerd College"
"2755","eClips School of Cosmetology and Barbering"
"2756","ECPI University"
"2757","Ecumenical Institute for CPE"
"2758","Ecumenical Theological Seminary"
"2759","Eddie C. Snow & Associates, Inc. Dale Carnegie Training"
"2760","Eddy County Beauty College"
"2761","Eden Theological Seminary"
"2762","Edgecombe Community College"
"2763","Edgewood College"
"2764","Edgewood College of California"
"2765","EDIC College"
"2766","Edinboro University of Pennsylvania"
"2767","Edison State Community College"
